Date;PX;BUX;WIG;NIKKEI;HS;SSEC;DAX;FTSE
2014-11-03;35.0795307326904;56.2153641783307;583.699156158149;118.599037907026;2468.64335924194;317.871204887046;9251.7;8308.85573413588
2014-11-04;35.0161940405931;55.5076679176912;582.827589471691;118.78324880248;2457.96070670213;317.578196451436;9166.47;8254.2140938739
2014-11-05;34.6152463788952;55.8882705063905;576.710128495843;118.269115285245;2449.23563521349;317.029222906565;9315.48;8337.54940711462
2014-11-06;34.6850804854334;55.3395587381459;576.936561330364;117.159561850276;2436.89243356312;317.018857568511;9377.41;8333.20613114545
2014-11-07;34.9864645370872;55.2664601084431;571.717434490587;118.135488837567;2450.92884573355;318.700247772682;9291.83;8382.99719172836
2014-11-10;35.3837230378829;57.4029116727462;571.108263933376;117.708543771044;2452.30619874827;323.723711933833;9351.87;8419.82934284259
2014-11-11;35.3211075674108;56.516921876524;569.542796259027;119.016611064776;2471.4819582278;324.627679850678;9369.03;8457.6314446146
2014-11-12;34.9617795167192;56.733439614784;569.30697762609;119.731602033001;2476.09876185649;326.579560629468;9210.96;8389.64467005076
2014-11-13;34.6860078136304;56.9805457631545;566.047017643442;120.892402863696;2486.51049160982;325.686919377874;9248.51;8386.56471183013
2014-11-14;34.7419809785557;56.7847576113942;571.793356188675;120.676348834;2497.75809863536;325.176439721894;9252.94;8376.59869083585
2014-11-17;34.9310313707086;56.5680533315905;572.654955253563;116.818995182381;2455.8643536053;323.302797851626;9306.35;8351.4457378896
2014-11-18;35.1642157748311;57.1103619820645;576.927457820175;118.86820642862;2424.58781583612;320.654004307813;9456.53;8392.7070302727
2014-11-19;35.4538886681357;57.6961614173228;574.073108287502;117.251610715497;2404.33995453283;319.513753096076;9472.8;8374.41380604014
2014-11-20;35.1173301514987;57.4630030858118;568.704318936877;116.700573355818;2401.06532849342;319.25700301989;9483.97;8360.12016522719
2014-11-21;35.4370932754881;57.2797478329393;575.132589721027;118.513655605626;2432.54867770997;326.723424382169;9732.55;8522.61078146699
2014-11-24;35.5650188460423;56.9716170101063;574.744295830055;118.636195341234;2482.09469988157;332.346612082087;9785.54;8501.50328448711
2014-11-25;35.8224268571221;57.5726244195932;575.683099264355;118.693713350607;2474.53843519412;336.734426229508;9861.21;8489.26724681549
2014-11-26;36.0930418071721;57.2487279843444;579.091409296428;118.328092029134;2492.52922873358;340.091148893938;9915.56;8507.70592325684
2014-11-27;36.2997573255098;56.9388878036075;580.972773816929;117.600736346901;2481.01124524558;343.361180002611;9974.87;8489.16666666667
2014-11-28;36.4230435411543;56.5499494801343;577.673940581754;118.219581555962;2477.88876722517;349.905442593873;9980.85;8452.93599899409
2014-12-01;36.4598566567726;55.7593577652319;578.505097889043;119.157973174367;2416.71406852758;349.242917828568;9963.51;8397.08590891889
2014-12-02;36.5089657670712;56.0168768123025;587.535125009006;119.281604538088;2455.08988250924;361.658356562365;9934.08;8495.58971774194
2014-12-03;36.916699851573;56.3431468440271;587.864801192365;120.383355978261;2450.76937560802;366.924965677474;9971.79;8543.15695751717
